,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.12251492,0.0292676,0.04455822,0.025891121,0.12577407,0.025028963,0.02833922,0.004632049,0.31575468,0.057227615,0.09763903,0.038715925,0.008079453,0.07657708
1,0.12251824,0.029265705,0.04455631,0.025888605,0.12577756,0.025026252,0.028336931,0.004630496,0.3157673,0.05722551,0.09763942,0.03871443,0.008077362,0.0765759
2,0.12251177,0.02927103,0.044560548,0.025894726,0.12577207,0.025032122,0.028342508,0.00463383,0.3157359,0.05722976,0.097637825,0.03871892,0.00808183,0.07657715
3,0.12251103,0.029271193,0.04456037,0.02589475,0.1257714,0.025032047,0.028342426,0.0046338867,0.31573614,0.057229243,0.09763854,0.03871897,0.008082,0.07657798
4,0.12251302,0.029268995,0.044559095,0.025893232,0.12577166,0.02503085,0.028340813,0.004633013,0.31574768,0.057228338,0.097639345,0.038717013,0.008080664,0.07657634
5,0.1225167,0.029267002,0.044557635,0.025891094,0.12577376,0.025028594,0.028339168,0.0046318052,0.315759,0.057226334,0.09763852,0.038715273,0.008079198,0.07657579
6,0.12251087,0.02927167,0.044560943,0.025895458,0.12577063,0.025032677,0.028343167,0.004634107,0.315734,0.05722945,0.09763747,0.03871951,0.008082261,0.0765778
7,0.12251192,0.029270222,0.04455996,0.02589431,0.12577106,0.025031868,0.028341778,0.004633609,0.31574044,0.057229053,0.09763892,0.038718026,0.008081467,0.07657737
8,0.122512475,0.02926928,0.044559386,0.025892619,0.12577504,0.025030168,0.028340286,0.004632857,0.31574428,0.057228982,0.097640306,0.038717568,0.008080411,0.076576315
9,0.122513816,0.029268622,0.044558793,0.025892332,0.12577297,0.025030075,0.028340304,0.0046326667,0.3157474,0.05722873,0.09764013,0.03871674,0.0080802115,0.076577164
10,0.122513175,0.029268665,0.04455893,0.025893174,0.12577026,0.025030984,0.028341122,0.004632896,0.31574735,0.057228293,0.09763935,0.038716745,0.008080564,0.076578416
11,0.12251193,0.029270237,0.044560358,0.025893787,0.12577175,0.025031444,0.028342001,0.0046335496,0.31573877,0.057229936,0.09763934,0.03871833,0.00808137,0.076577246
12,0.12251095,0.029271139,0.04456063,0.025895135,0.1257706,0.025032634,0.028342774,0.0046341876,0.31573376,0.057229806,0.09763965,0.038719,0.008082244,0.07657747
13,0.12251789,0.029266208,0.04455631,0.025889933,0.12577504,0.025027605,0.028337596,0.004631017,0.31576368,0.057225652,0.09763942,0.03871488,0.008078031,0.076576814
14,0.122517124,0.029267047,0.044556234,0.02589001,0.12577555,0.025027713,0.028337752,0.004631171,0.31576303,0.05722598,0.09763919,0.038715295,0.008078384,0.07657555
15,0.12250908,0.029272342,0.044561617,0.025896408,0.12576771,0.025033867,0.028343938,0.004634851,0.31573078,0.05723027,0.0976377,0.038720205,0.008083072,0.07657819
16,0.122519165,0.029265575,0.044556014,0.025889426,0.12577587,0.025026998,0.028337218,0.004630717,0.3157664,0.05722489,0.097639605,0.03871438,0.008077685,0.076576024
17,0.122509606,0.029272236,0.04456139,0.025896208,0.12576997,0.025033504,0.02834336,0.0046345787,0.3157312,0.05722964,0.09763701,0.038720153,0.008082845,0.076578215
18,0.12251578,0.029267374,0.044557538,0.025891026,0.1257744,0.02502875,0.028338818,0.004631854,0.3157557,0.057227135,0.0976403,0.03871569,0.008079129,0.07657656
19,0.122516334,0.029267171,0.044557467,0.025890334,0.12577543,0.025028061,0.028338553,0.0046315803,0.31575826,0.05722697,0.09763956,0.038715404,0.008078866,0.07657598
20,0.122512594,0.029270686,0.04455959,0.025894005,0.12577313,0.025031356,0.028341347,0.004633488,0.31573805,0.057229377,0.09763955,0.03871849,0.008081377,0.07657702
21,0.122514315,0.029268268,0.04455882,0.025891941,0.12577422,0.025029713,0.02833982,0.0046324763,0.31574947,0.05722819,0.09763935,0.038716584,0.008079952,0.07657691
22,0.12251395,0.029269893,0.044559207,0.025893606,0.12577221,0.025030911,0.028341195,0.004633027,0.3157447,0.057227984,0.097637236,0.03871842,0.008080736,0.07657688
23,0.12250972,0.029271843,0.04456044,0.02589513,0.12577075,0.025032543,0.028342362,0.00463418,0.31573504,0.0572295,0.09763932,0.03871924,0.008082261,0.07657764
24,0.12251202,0.029270506,0.04455967,0.025894394,0.1257722,0.025031729,0.028341815,0.0046336045,0.3157383,0.057229422,0.097640336,0.038718235,0.008081458,0.076576345
25,0.12251488,0.029268604,0.044558946,0.025892515,0.12577245,0.025030203,0.028340766,0.0046326066,0.31574947,0.05722759,0.09763794,0.038716946,0.00808017,0.07657685
26,0.12251168,0.029270718,0.044559874,0.025894485,0.12577172,0.025032047,0.028342031,0.004633772,0.31573766,0.0572297,0.097639814,0.038718507,0.008081643,0.07657643
27,0.12251423,0.029268648,0.04455871,0.025892315,0.12577215,0.025030255,0.02834035,0.00463271,0.3157487,0.057228245,0.09763928,0.038716942,0.008080249,0.07657722
28,0.122514464,0.029268993,0.044558607,0.02589283,0.12577236,0.02503033,0.028340489,0.004632729,0.3157476,0.05722812,0.097639024,0.038716957,0.008080386,0.076577045
29,0.12251849,0.029266076,0.044556126,0.02588908,0.12577593,0.025026819,0.028337615,0.0046308446,0.3157664,0.057225395,0.09764017,0.038714323,0.008077968,0.07657482
30,0.12251153,0.029270675,0.04455948,0.025894139,0.12577207,0.0250317,0.028341467,0.004633568,0.31574005,0.05722938,0.0976402,0.038718432,0.008081337,0.07657605
31,0.12251298,0.029269349,0.044559542,0.02589323,0.12577271,0.025030745,0.02834104,0.0046329936,0.31574365,0.057229117,0.09763922,0.03871779,0.008080548,0.07657709
32,0.12251357,0.029269537,0.044558555,0.025892885,0.12577148,0.025030548,0.028340641,0.0046328604,0.31574795,0.057227787,0.09763917,0.038717516,0.008080532,0.07657691
33,0.122516975,0.02926687,0.044557128,0.025889883,0.12577453,0.025027862,0.028338322,0.00463136,0.31576148,0.0572267,0.097639725,0.038715012,0.008078472,0.0765757
34,0.12251482,0.029267905,0.0445583,0.025891554,0.1257761,0.025028968,0.028339393,0.004632093,0.3157494,0.057228424,0.09764109,0.038716163,0.008079434,0.076576285
35,0.122515604,0.029267527,0.04455732,0.025890766,0.1257745,0.025028553,0.028338548,0.004631826,0.31575653,0.057227228,0.0976405,0.038715553,0.008079116,0.076576486
36,0.122511484,0.029271016,0.0445599,0.025894415,0.1257734,0.025031753,0.028341595,0.0046336357,0.3157359,0.057229694,0.09763981,0.03871872,0.00808153,0.07657709
37,0.12251574,0.029267607,0.044558603,0.025891215,0.1257741,0.025029054,0.028339876,0.004632026,0.31575477,0.057227768,0.097638234,0.038716536,0.008079274,0.07657519
38,0.12251135,0.029271167,0.044559617,0.025895048,0.12577003,0.025032382,0.02834218,0.0046339203,0.31573692,0.057229135,0.0976399,0.038718574,0.008081935,0.07657778
39,0.12251229,0.029270653,0.04456045,0.025894612,0.12577134,0.025031826,0.028342426,0.0046336865,0.31573966,0.05722884,0.09763666,0.038719106,0.008081603,0.076576784
